profile,source_center,destination_center,recommendation,ETA_FTL,ETA_Carting,Time_Saved,Net_Benefit_INR,trip_count,pct_delayed,median_factor,Total_Excess_Min
CRITICAL — Upgrade or Parallel Route,IND580028AAA,IND581402AAA,FTL,66.7,343.1,276.4,552.5,60,0.883,1.455,1568.0
CRITICAL — Upgrade or Parallel Route,IND574104AAA,IND574216AAA,CARTING,273.6,53.8,-219.8,-0.1,50,1.0,2.0,1563.0
CRITICAL — Upgrade or Parallel Route,IND201007AAA,IND245304AAA,CARTING,202.9,50.0,-152.9,-0.1,44,0.841,1.75,1549.0
CRITICAL — Upgrade or Parallel Route,IND362265AAA,IND362720AAA,CARTING,250.5,59.0,-191.5,-0.1,53,1.0,2.286,1537.0
CRITICAL — Upgrade or Parallel Route,IND600056AAB,IND600116AAB,CARTING,241.1,51.6,-189.5,-0.1,39,0.974,2.167,1536.0
CRITICAL — Upgrade or Parallel Route,IND581110AAE,IND581119AAB,CARTING,189.1,38.7,-150.4,-0.1,65,0.954,1.714,1518.0
CRITICAL — Upgrade or Parallel Route,IND641062AAD,IND642126AAA,CARTING,179.2,57.3,-121.8,-0.1,83,0.819,1.333,1508.0
CRITICAL — Upgrade or Parallel Route,IND465683AAA,IND465001AAA,FTL,120.1,300.5,180.3,360.5,39,0.923,1.4,1501.0
CRITICAL — Upgrade or Parallel Route,IND722122AAA,IND713205AAB,CARTING,211.1,79.8,-131.3,-0.1,36,0.917,1.71,1500.0
CRITICAL — Upgrade or Parallel Route,IND560099AAB,IND560043AAC,CARTING,206.8,22.4,-184.4,-0.1,71,0.563,1.267,1488.0
CRITICAL — Upgrade or Parallel Route,IND587103AAB,IND582209AAA,FTL,225.6,376.5,150.9,301.5,36,1.0,1.881,1480.0
CRITICAL — Upgrade or Parallel Route,IND742102AAB,IND713130AAA,CARTING,222.6,120.8,-101.8,-0.1,38,0.921,1.809,1447.0
CRITICAL — Upgrade or Parallel Route,IND000000ACB,IND201301AAF,CARTING,257.4,37.4,-220.1,-0.1,62,0.565,1.267,1440.0
CRITICAL — Upgrade or Parallel Route,IND303303AAA,IND322230AAA,CARTING,265.2,57.6,-207.6,-0.1,104,0.606,1.25,1406.0
CRITICAL — Upgrade or Parallel Route,IND631102AAA,IND600056AAB,FTL,190.7,665.4,474.8,949.3,36,1.0,1.661,1399.0
CRITICAL — Upgrade or Parallel Route,IND562132AAA,IND560058AAD,CARTING,152.1,26.2,-125.9,-0.1,68,0.735,1.667,1381.0
CRITICAL — Upgrade or Parallel Route,IND382430AAB,IND380005AAA,CARTING,152.6,44.3,-108.3,-0.1,66,0.894,2.0,1360.0
CRITICAL — Upgrade or Parallel Route,IND642001AAA,IND641062AAD,CARTING,239.1,69.4,-169.7,-0.1,72,0.806,1.408,1358.0
CRITICAL — Upgrade or Parallel Route,IND306401AAB,IND342005AAD,FTL,160.6,232.0,71.4,142.7,45,0.933,1.714,1355.0
CRITICAL — Upgrade or Parallel Route,IND523002AAA,IND523230AAA,FTL,109.2,358.8,249.6,499.0,42,1.0,1.567,1345.0
CRITICAL — Upgrade or Parallel Route,IND515761AAA,IND515004AAA,FTL,213.9,301.6,87.7,175.2,42,0.952,1.889,1342.0
CRITICAL — Upgrade or Parallel Route,IND209111AAA,IND285001AAD,FTL,187.4,214.8,27.4,54.6,40,1.0,2.0,1333.0
CRITICAL — Upgrade or Parallel Route,IND000000ACB,IND110043AAA,CARTING,229.8,47.8,-182.0,-0.1,39,0.795,1.9,1326.0
CRITICAL — Upgrade or Parallel Route,IND110037AAM,IND110035AAC,CARTING,143.7,19.2,-124.5,-0.1,49,0.898,1.889,1302.0
CRITICAL — Upgrade or Parallel Route,IND641607AAA,IND641062AAD,FTL,124.1,242.9,118.8,237.4,38,1.0,1.795,1291.0
CRITICAL — Upgrade or Parallel Route,IND562132AAA,IND560078AAC,CARTING,209.9,13.3,-196.6,-0.1,63,0.746,1.538,1286.0
CRITICAL — Upgrade or Parallel Route,IND362560AAA,IND362150AAA,CARTING,241.0,37.5,-203.5,-0.1,46,0.848,1.6,1261.0
CRITICAL — Upgrade or Parallel Route,IND560002AAA,IND562132AAA,CARTING,180.9,87.9,-93.0,-0.1,44,0.682,1.811,1259.0
CRITICAL — Upgrade or Parallel Route,IND509301AAA,IND501359AAE,FTL,169.4,293.0,123.6,247.0,39,0.846,1.526,1256.0
CRITICAL — Upgrade or Parallel Route,IND563131AAA,IND563125AAB,CARTING,211.3,56.2,-155.1,-0.1,55,0.855,1.636,1253.0
CRITICAL — Upgrade or Parallel Route,IND501359AAE,IND500080AAB,CARTING,214.6,50.3,-164.3,-0.1,49,0.796,1.562,1238.0
CRITICAL — Upgrade or Parallel Route,IND533003AAA,IND533401AAA,CARTING,258.3,236.5,-21.8,-0.2,36,1.0,1.902,1228.0
CRITICAL — Upgrade or Parallel Route,IND362001AAA,IND360575AAA,CARTING,272.2,46.6,-225.6,-0.1,70,0.686,1.375,1223.0
CRITICAL — Upgrade or Parallel Route,IND600044AAD,IND603001AAA,CARTING,286.7,60.3,-226.4,-0.1,40,0.875,2.106,1221.0
CRITICAL — Upgrade or Parallel Route,IND303503AAA,IND302014AAB,CARTING,269.3,22.8,-246.5,-0.1,47,0.872,1.667,1220.0
CRITICAL — Upgrade or Parallel Route,IND416510AAA,IND416606AAA,CARTING,245.7,22.1,-223.6,-0.1,38,0.868,1.667,1218.0
CRITICAL — Upgrade or Parallel Route,IND560043AAC,IND562132AAA,CARTING,163.9,63.2,-100.8,-0.1,36,0.75,1.602,1212.0
CRITICAL — Upgrade or Parallel Route,IND421302AAG,IND400072AAA,CARTING,176.7,55.1,-121.7,-0.1,39,0.974,2.273,1210.0
CRITICAL — Upgrade or Parallel Route,IND577002AAA,IND581115AAC,CARTING,164.4,23.5,-140.9,-0.1,48,0.917,2.071,1207.0
CRITICAL — Upgrade or Parallel Route,IND516269AAA,IND516390AAA,FTL,185.5,226.3,40.7,81.3,36,0.972,1.5,1168.0
CRITICAL — Upgrade or Parallel Route,IND224141AAB,IND224122AAA,CARTING,192.4,29.7,-162.8,-0.1,38,0.974,3.312,1162.0
CRITICAL — Upgrade or Parallel Route,IND410206AAB,IND000000AFT,CARTING,221.2,22.7,-198.5,-0.1,39,0.974,2.462,1146.0
CRITICAL — Upgrade or Parallel Route,IND516101AAA,IND516115AAA,CARTING,236.5,19.0,-217.5,-0.1,45,1.0,2.375,1140.0
CRITICAL — Upgrade or Parallel Route,IND560064AAD,IND560043AAC,CARTING,252.1,18.6,-233.4,-0.1,55,0.873,2.071,1130.0
CRITICAL — Upgrade or Parallel Route,IND382430AAB,IND382345AAA,CARTING,241.0,42.4,-198.6,-0.1,47,1.0,2.0,1125.0
CRITICAL — Upgrade or Parallel Route,IND501359AAE,IND509001AAA,FTL,202.9,296.8,93.9,187.5,51,0.824,1.412,1125.0
CRITICAL — Upgrade or Parallel Route,IND402107AAA,IND402109AAA,CARTING,225.2,17.3,-207.9,-0.1,41,1.0,2.111,1122.0
CRITICAL — Upgrade or Parallel Route,IND560060AAB,IND562132AAA,CARTING,230.8,12.5,-218.3,-0.1,47,0.681,1.8,1108.0
CRITICAL — Upgrade or Parallel Route,IND585104AAA,IND585330AAE,FTL,168.1,233.7,65.6,131.0,42,1.0,1.854,1097.0
CRITICAL — Upgrade or Parallel Route,IND144001AAB,IND143001AAA,FTL,207.1,238.3,31.2,62.2,48,0.812,1.512,1095.0
CRITICAL — Upgrade or Parallel Route,IND382430AAB,IND380054AAA,CARTING,233.8,50.6,-183.1,-0.1,51,1.0,2.0,1095.0
CRITICAL — Upgrade or Parallel Route,IND625008AAA,IND626123AAA,FTL,110.9,263.9,153.0,305.8,36,1.0,2.0,1080.0
CRITICAL — Upgrade or Parallel Route,IND515004AAA,IND515401AAB,FTL,95.6,222.3,126.7,253.2,39,0.872,1.706,1077.0
CRITICAL — Upgrade or Parallel Route,IND600056AAB,IND600016AAC,CARTING,112.1,7.4,-104.7,-0.1,36,0.917,1.817,1073.0
CRITICAL — Upgrade or Parallel Route,IND637211AAA,IND636402AAA,CARTING,227.6,124.5,-103.1,-0.1,65,0.754,1.385,1070.0
CRITICAL — Upgrade or Parallel Route,IND507002AAA,IND508213AAB,FTL,219.4,241.3,21.9,43.6,42,0.976,1.75,1064.0
CRITICAL — Upgrade or Parallel Route,IND401104AAA,IND401208AAA,CARTING,197.3,19.5,-177.7,-0.1,45,1.0,2.364,1061.0
CRITICAL — Upgrade or Parallel Route,IND562132AAA,IND560048AAB,CARTING,135.6,6.7,-128.9,-0.1,44,0.659,1.445,1037.0
CRITICAL — Upgrade or Parallel Route,IND572101AAA,IND561203AAB,CARTING,162.1,33.1,-128.9,-0.1,48,1.0,1.789,1031.0
CRITICAL — Upgrade or Parallel Route,IND370201AAA,IND363330AAB,FTL,190.8,287.3,96.5,192.8,42,0.571,1.333,1028.0
CRITICAL — Upgrade or Parallel Route,IND362150AAA,IND362001AAA,CARTING,267.2,98.1,-169.2,-0.1,40,0.8,1.556,1026.0
CRITICAL — Upgrade or Parallel Route,IND560300AAB,IND563101AAB,CARTING,108.2,42.9,-65.2,-0.1,54,0.907,1.6,1011.0
CRITICAL — Upgrade or Parallel Route,IND583227AAA,IND583231AAA,CARTING,192.6,17.2,-175.4,-0.1,50,0.92,1.69,1007.0
CRITICAL — Upgrade or Parallel Route,IND389001AAA,IND389151AAA,FTL,185.4,212.1,26.7,53.3,45,0.8,1.556,1006.0
CRITICAL — Upgrade or Parallel Route,IND382430AAB,IND380015AAB,CARTING,218.8,51.9,-166.9,-0.1,43,0.977,2.222,1005.0
CRITICAL — Upgrade or Parallel Route,IND382430AAB,IND384205AAA,FTL,177.4,335.1,157.7,315.3,51,0.529,1.24,1001.0
CRITICAL — Upgrade or Parallel Route,IND560078AAC,IND562132AAA,CARTING,227.6,25.8,-201.8,-0.1,43,0.605,1.5,988.0
CRITICAL — Upgrade or Parallel Route,IND560048AAB,IND560099AAB,CARTING,184.0,19.5,-164.5,-0.1,45,0.622,1.538,987.0
CRITICAL — Upgrade or Parallel Route,IND000000ACB,IND110092AAC,CARTING,200.3,111.6,-88.7,-0.1,35,0.571,1.333,983.0
CRITICAL — Upgrade or Parallel Route,IND322241AAA,IND322201AAA,CARTING,217.7,34.6,-183.1,-0.1,42,0.905,1.944,980.0
CRITICAL — Upgrade or Parallel Route,IND431203AAA,IND431112AAB,CARTING,274.5,37.1,-237.4,-0.1,35,0.971,2.0,971.0
CRITICAL — Upgrade or Parallel Route,IND000000ACA,IND144001AAB,FTL,110.3,246.6,136.4,272.5,42,0.976,1.611,968.0
CRITICAL — Upgrade or Parallel Route,IND501359AAE,IND500010AAA,CARTING,176.7,37.0,-139.7,-0.1,40,0.75,1.644,968.0
CRITICAL — Upgrade or Parallel Route,IND585104AAA,IND585211AAA,CARTING,228.2,56.1,-172.0,-0.1,44,1.0,1.798,967.0
CRITICAL — Upgrade or Parallel Route,IND600032AAB,IND600076AAB,CARTING,154.2,11.0,-143.2,-0.1,62,0.935,2.2,963.0
CRITICAL — Upgrade or Parallel Route,IND743513AAA,IND743347AAA,CARTING,235.0,39.0,-196.1,-0.1,40,1.0,1.764,960.0
CRITICAL — Upgrade or Parallel Route,IND606105AAA,IND606201AAC,CARTING,211.8,35.4,-176.4,-0.1,56,0.589,1.5,954.0
CRITICAL — Upgrade or Parallel Route,IND532127AAA,IND535591AAA,FTL,129.3,245.2,115.9,231.7,41,0.976,1.7,948.0
CRITICAL — Upgrade or Parallel Route,IND244901AAB,IND246725AAB,FTL,253.6,491.3,237.7,475.1,36,0.667,1.383,947.0
CRITICAL — Upgrade or Parallel Route,IND362720AAA,IND362560AAA,CARTING,235.5,15.3,-220.2,-0.1,46,0.957,2.0,932.0
CRITICAL — Upgrade or Parallel Route,IND560099AAB,IND560048AAB,CARTING,190.2,30.9,-159.3,-0.1,52,0.558,1.445,930.0
CRITICAL — Upgrade or Parallel Route,IND641062AAD,IND638401AAA,CARTING,114.4,50.4,-64.0,-0.1,46,0.935,1.714,923.0
CRITICAL — Upgrade or Parallel Route,IND560043AAC,IND560099AAB,CARTING,189.3,167.7,-21.6,-0.1,51,0.549,1.5,920.0
CRITICAL — Upgrade or Parallel Route,IND635802AAB,IND635601AAB,CARTING,230.4,39.7,-190.7,-0.1,35,0.829,1.625,919.0
CRITICAL — Upgrade or Parallel Route,IND600056AAB,IND605601AAA,FTL,152.1,303.7,151.6,302.9,35,0.657,1.333,898.0
CRITICAL — Upgrade or Parallel Route,IND122001AAA,IND000000ACB,CARTING,172.8,105.1,-67.8,-0.1,51,0.529,1.286,884.0
CRITICAL — Upgrade or Parallel Route,IND388620AAB,IND388320AAA,CARTING,313.6,57.4,-256.2,-0.1,40,0.775,1.792,884.0
CRITICAL — Upgrade or Parallel Route,IND412105AAC,IND411017AAA,CARTING,221.8,18.1,-203.7,-0.1,45,0.911,2.0,881.0
CRITICAL — Upgrade or Parallel Route,IND140901AAA,IND160002AAC,CARTING,270.3,91.8,-178.5,-0.1,57,0.579,1.545,879.0
CRITICAL — Upgrade or Parallel Route,IND627005AAA,IND628801AAA,CARTING,148.3,117.1,-31.2,-0.1,60,0.55,1.236,878.0
CRITICAL — Upgrade or Parallel Route,IND630561AAA,IND623407AAA,CARTING,125.5,27.7,-97.8,-0.1,55,1.0,1.833,878.0
CRITICAL — Upgrade or Parallel Route,IND695012AAA,IND691001AAB,FTL,130.3,302.0,171.7,343.1,35,0.629,1.294,878.0
CRITICAL — Upgrade or Parallel Route,IND501359AAE,IND500050AAA,CARTING,232.1,33.1,-199.0,-0.1,53,0.868,1.667,870.0
CRITICAL — Upgrade or Parallel Route,IND560058AAB,IND560099AAB,CARTING,170.9,107.3,-63.6,-0.1,56,0.518,1.222,862.0
CRITICAL — Upgrade or Parallel Route,IND764001AAC,IND764059AAA,CARTING,236.3,15.0,-221.3,-0.1,35,0.943,2.0,862.0
CRITICAL — Upgrade or Parallel Route,IND000000ADV,IND600044AAC,CARTING,195.9,151.0,-45.0,-0.1,44,0.932,1.5,860.0
CRITICAL — Upgrade or Parallel Route,IND421302AAN,IND400072AAB,CARTING,190.2,32.7,-157.4,-0.1,35,0.943,2.429,854.0
CRITICAL — Upgrade or Parallel Route,IND244901AAB,IND244221AAA,FTL,126.4,375.9,249.5,498.8,42,0.643,1.359,845.0
CRITICAL — Upgrade or Parallel Route,IND312001AAA,IND311001AAA,FTL,197.2,244.5,47.3,94.5,39,0.872,1.5,829.0
CRITICAL — Upgrade or Parallel Route,IND413002AAA,IND413501AAA,FTL,188.4,238.5,50.1,100.0,42,0.976,1.477,808.0
CRITICAL — Upgrade or Parallel Route,IND562132AAA,IND560043AAC,CARTING,211.4,14.5,-196.8,-0.1,45,0.822,1.556,788.0
CRITICAL — Upgrade or Parallel Route,IND600044AAD,IND600056AAB,CARTING,160.2,12.0,-148.2,-0.1,36,0.861,1.652,786.0
CRITICAL — Upgrade or Parallel Route,IND638701AAA,IND641607AAA,CARTING,211.3,57.8,-153.4,-0.1,36,0.972,1.845,785.0
CRITICAL — Upgrade or Parallel Route,IND302014AAB,IND303008AAB,CARTING,152.4,56.2,-96.2,-0.1,35,0.657,1.429,780.0
CRITICAL — Upgrade or Parallel Route,IND422605AAA,IND413709AAA,CARTING,288.8,53.5,-235.3,-0.1,37,1.0,1.75,756.0
CRITICAL — Upgrade or Parallel Route,IND586128AAA,IND586211AAA,CARTING,249.1,54.7,-194.4,-0.1,45,1.0,1.625,755.0
CRITICAL — Upgrade or Parallel Route,IND517501AAB,IND517583AAA,CARTING,169.0,39.7,-129.3,-0.1,39,1.0,2.182,748.0
CRITICAL — Upgrade or Parallel Route,IND322201AAA,IND303503AAA,CARTING,206.0,36.1,-169.9,-0.1,39,0.949,1.667,746.0
CRITICAL — Upgrade or Parallel Route,IND396321AAA,IND396580AAB,CARTING,189.4,37.3,-152.1,-0.1,48,0.979,1.792,746.0
CRITICAL — Upgrade or Parallel Route,IND524201AAA,IND523002AAA,FTL,193.3,293.5,100.3,200.3,37,0.649,1.267,736.0
CRITICAL — Upgrade or Parallel Route,IND518002AAA,IND518501AAA,FTL,157.7,367.9,210.2,420.3,42,0.833,1.512,734.0
CRITICAL — Upgrade or Parallel Route,IND493118AAC,IND495334AAB,CARTING,191.4,54.8,-136.6,-0.1,40,0.975,1.5,713.0
CRITICAL — Upgrade or Parallel Route,IND000000AFT,IND410209AAA,CARTING,193.1,31.2,-161.9,-0.1,42,0.833,2.0,708.0
CRITICAL — Upgrade or Parallel Route,IND362001AAA,IND362220AAA,CARTING,243.7,44.7,-199.0,-0.1,36,0.944,1.75,700.0
CRITICAL — Upgrade or Parallel Route,IND560099AAB,IND560078AAC,CARTING,193.2,48.1,-145.2,-0.1,42,0.69,1.491,690.0
CRITICAL — Upgrade or Parallel Route,IND581119AAB,IND577002AAA,CARTING,204.8,42.4,-162.5,-0.1,38,0.921,1.477,686.0
CRITICAL — Upgrade or Parallel Route,IND712124AAA,IND712103AAA,CARTING,187.6,25.3,-162.3,-0.1,36,1.0,2.95,686.0
CRITICAL — Upgrade or Parallel Route,IND134203AAA,IND140501AAA,CARTING,214.7,61.2,-153.5,-0.1,40,0.675,1.732,648.0
CRITICAL — Upgrade or Parallel Route,IND628613AAA,IND627005AAA,CARTING,229.9,55.8,-174.2,-0.1,37,0.676,1.333,648.0
CRITICAL — Upgrade or Parallel Route,IND302014AAB,IND302004AAA,CARTING,183.8,11.7,-172.1,-0.1,38,0.658,1.417,644.0
CRITICAL — Upgrade or Parallel Route,IND441904AAB,IND441912AAA,CARTING,233.4,50.9,-182.5,-0.1,36,0.889,1.6,640.0
CRITICAL — Upgrade or Parallel Route,IND581115AAC,IND581110AAE,CARTING,177.4,33.3,-144.1,-0.1,52,1.0,1.667,607.0
CRITICAL — Upgrade or Parallel Route,IND585222AAA,IND585307AAB,CARTING,227.9,57.1,-170.8,-0.1,44,0.955,1.563,605.0
CRITICAL — Upgrade or Parallel Route,IND623315AAB,IND614620AAA,CARTING,200.5,42.5,-158.0,-0.1,48,0.708,1.55,583.0
CRITICAL — Upgrade or Parallel Route,IND680012AAA,IND679303AAA,CARTING,220.5,54.7,-165.8,-0.1,35,0.857,1.4,554.0
CRITICAL — Upgrade or Parallel Route,IND110043AAA,IND110078AAA,CARTING,218.3,25.2,-193.1,-0.1,43,0.767,1.444,544.0
CRITICAL — Upgrade or Parallel Route,IND121001AAA,IND121004AAB,CARTING,216.7,15.8,-200.9,-0.1,35,0.914,2.0,511.0
CRITICAL — Upgrade or Parallel Route,IND322230AAA,IND322241AAA,CARTING,233.0,49.5,-183.6,-0.1,42,0.881,1.633,508.0
CRITICAL — Upgrade or Parallel Route,IND610001AAA,IND614715AAA,CARTING,218.9,25.7,-193.2,-0.1,36,0.944,1.667,481.0
CRITICAL — Upgrade or Parallel Route,IND131021AAA,IND131028AAA,CARTING,110.3,10.5,-99.8,-0.1,69,0.768,1.625,462.0
CRITICAL — Upgrade or Parallel Route,IND641664AAA,IND638657AAA,CARTING,234.5,58.3,-176.2,-0.1,44,0.864,1.437,460.0
CRITICAL — Upgrade or Parallel Route,IND560043AAC,IND560064AAA,CARTING,188.9,35.3,-153.6,-0.1,39,0.846,1.529,448.0
CRITICAL — Upgrade or Parallel Route,IND620020AAA,IND621112AAA,CARTING,196.3,12.0,-184.3,-0.1,48,0.896,1.875,436.0
CRITICAL — Upgrade or Parallel Route,IND247554AAA,IND248001AAA,FTL,214.6,485.6,270.9,541.6,36,0.75,1.526,413.0
CRITICAL — Upgrade or Parallel Route,IND390022AAA,IND388320AAA,CARTING,148.2,39.5,-108.6,-0.1,48,0.625,1.429,409.0
CRITICAL — Upgrade or Parallel Route,IND110044AAB,IND110030AAD,CARTING,174.5,39.9,-134.6,-0.1,44,0.841,1.667,399.0
CRITICAL — Upgrade or Parallel Route,IND563101AAB,IND563131AAA,CARTING,191.8,38.4,-153.4,-0.1,38,0.842,1.563,398.0
CRITICAL — Upgrade or Parallel Route,IND638657AAA,IND638701AAA,CARTING,195.4,35.5,-159.9,-0.1,43,0.744,1.5,381.0
CRITICAL — Upgrade or Parallel Route,IND636016AAA,IND637211AAA,CARTING,210.5,49.1,-161.3,-0.1,50,0.58,1.437,362.0
CRITICAL — Upgrade or Parallel Route,IND560058AAB,IND560060AAB,CARTING,120.8,26.7,-94.1,-0.1,63,0.81,1.5,339.0
CRITICAL — Upgrade or Parallel Route,IND642126AAA,IND642001AAA,CARTING,205.0,53.1,-151.9,-0.1,46,0.761,1.333,334.0
CRITICAL — Upgrade or Parallel Route,IND691001AAB,IND691506AAA,CARTING,121.5,79.2,-42.3,-0.1,44,0.795,1.427,319.0
CRITICAL — Upgrade or Parallel Route,IND303301AAB,IND303303AAA,CARTING,93.5,33.5,-60.0,-0.1,35,0.714,1.333,249.0
CRITICAL — Upgrade or Parallel Route,IND614715AAA,IND614809AAA,CARTING,176.8,74.9,-101.8,-0.1,36,0.667,1.868,217.0
CRITICAL — Upgrade or Parallel Route,IND209304AAA,IND209206AAB,CARTING,116.4,30.9,-85.5,-0.1,44,0.682,1.5,75.0
CRITICAL — Upgrade or Parallel Route,IND244235AAA,IND244901AAB,FTL,108.6,302.9,194.3,388.3,56,0.571,1.394,-843.0
HIGH VOLUME — FTL Opportunity,IND176310AAA,IND145001AAA,FTL,222.8,339.6,116.8,233.4,39,0.487,1.2,11534.0
HIGH VOLUME — FTL Opportunity,IND473226AAA,IND474003AAA,FTL,218.9,335.1,116.2,232.2,55,0.455,1.172,9929.0
HIGH VOLUME — FTL Opportunity,IND363310AAB,IND382430AAB,FTL,214.9,344.2,129.3,258.4,54,0.481,1.162,2570.0
HIGH VOLUME — FTL Opportunity,IND560099AAB,IND632006AAA,FTL,76.3,288.1,211.8,423.5,64,0.453,1.178,1726.0
HIGH VOLUME — FTL Opportunity,IND562132AAA,IND570020AAA,FTL,174.3,317.3,142.9,285.7,54,0.241,1.07,1082.0
HIGH VOLUME — FTL Opportunity,IND454001AAA,IND457001AAA,FTL,207.4,306.8,99.4,198.6,52,0.404,1.125,851.0
HIGH VOLUME — FTL Opportunity,IND415124AAA,IND415605AAA,FTL,427.3,533.0,105.7,211.2,38,0.237,1.061,540.0
HIGH VOLUME — FTL Opportunity,IND621306AAA,IND625106AAA,FTL,166.8,340.5,173.7,347.2,39,0.41,1.167,449.0
HIGH VOLUME — FTL Opportunity,IND344001AAA,IND345001AAA,FTL,196.4,519.3,323.0,645.8,42,0.119,0.746,-1333.0
SWITCH TO FTL,IND847404AAB,IND842001AAA,FTL,132.6,455.4,322.8,645.4,28,0.929,4.152,13802.0
SWITCH TO FTL,IND147105AAA,IND160002AAC,FTL,287.8,423.3,135.5,270.8,24,1.0,1.836,10937.0
SWITCH TO FTL,IND485001AAC,IND486771AAA,FTL,95.2,587.4,492.2,984.2,25,0.92,2.409,8145.0
SWITCH TO FTL,IND530012AAC,IND501359AAE,FTL,228.6,355.6,126.9,253.7,23,1.0,2.167,7555.0
SWITCH TO FTL,IND486661AAA,IND211002AAB,FTL,206.6,483.1,276.5,552.8,21,1.0,2.867,7484.0
SWITCH TO FTL,IND562132AAA,IND683511AAA,FTL,204.5,545.1,340.6,680.9,28,0.821,1.52,6916.0
SWITCH TO FTL,IND425405AAA,IND424006AAA,FTL,466.2,901.9,435.7,871.0,12,1.0,13.57,6430.0
SWITCH TO FTL,IND473331AAA,IND473226AAA,FTL,91.8,666.9,575.1,1149.9,26,0.923,2.014,5974.0
SWITCH TO FTL,IND313001AAB,IND327001AAB,FTL,121.4,452.0,330.6,661.0,28,0.964,2.115,5816.0
SWITCH TO FTL,IND395023AAA,IND421302AAG,FTL,210.8,439.8,229.0,457.7,30,0.9,1.929,5617.0
SWITCH TO FTL,IND721102AAA,IND712311AAA,FTL,795.9,845.9,50.0,99.0,11,1.0,8.247,5325.0
SWITCH TO FTL,IND796009AAA,IND796321AAB,FTL,386.8,586.3,199.5,398.6,13,1.0,4.583,5099.0
SWITCH TO FTL,IND742102AAB,IND712311AAA,FTL,120.8,413.0,292.2,584.1,32,0.969,2.5,4923.0
SWITCH TO FTL,IND712311AAA,IND742102AAB,FTL,197.1,429.3,232.1,464.1,24,1.0,2.76,4847.0
SWITCH TO FTL,IND160002AAC,IND181152AAA,FTL,140.2,352.2,212.0,423.8,29,0.759,1.458,4559.0
SWITCH TO FTL,IND781018AAB,IND785001AAA,FTL,244.9,434.5,189.6,379.0,24,0.875,2.084,4516.0
SWITCH TO FTL,IND403726AAA,IND575004AAB,FTL,195.5,330.3,134.8,269.4,28,1.0,1.765,4021.0
SWITCH TO FTL,IND784176AAA,IND781018AAB,FTL,241.1,497.8,256.7,513.2,32,0.938,2.078,4009.0
SWITCH TO FTL,IND742202AAA,IND712311AAA,FTL,253.7,293.6,39.9,79.6,19,1.0,2.875,3850.0
SWITCH TO FTL,IND331507AAA,IND302014AAA,FTL,199.5,432.9,233.4,466.6,24,0.875,1.808,3752.0
SWITCH TO FTL,IND796321AAB,IND796009AAA,FTL,475.9,630.3,154.5,308.4,8,1.0,4.332,3745.0
SWITCH TO FTL,IND577401AAA,IND562132AAA,FTL,264.6,682.1,417.5,834.9,13,0.692,1.529,3676.0
SWITCH TO FTL,IND000000ACB,IND474003AAA,FTL,209.3,546.8,337.6,674.8,13,0.692,1.5,3590.0
SWITCH TO FTL,IND110037AAM,IND226004AAC,FTL,209.0,396.1,187.1,373.9,20,0.95,1.428,3520.0
SWITCH TO FTL,IND416012AAA,IND415612AAA,FTL,209.3,404.5,195.2,390.2,34,0.971,2.402,3509.0
SWITCH TO FTL,IND302014AAA,IND306401AAB,FTL,166.0,264.3,98.3,196.4,26,0.962,2.118,3487.0
SWITCH TO FTL,IND457001AAA,IND382430AAB,FTL,208.4,531.6,323.3,646.3,24,0.833,1.604,3348.0
SWITCH TO FTL,IND415709AAA,IND416012AAA,FTL,138.6,401.8,263.1,526.0,28,0.571,1.348,3249.0
SWITCH TO FTL,IND249201AAA,IND249407AAA,FTL,211.4,269.2,57.9,115.5,12,1.0,8.167,3212.0
SWITCH TO FTL,IND152026AAA,IND160002AAC,FTL,210.4,310.5,100.1,200.0,10,1.0,2.096,3178.0
SWITCH TO FTL,IND312605AAB,IND313001AAB,FTL,267.0,533.2,266.2,532.2,30,0.967,1.777,3127.0
SWITCH TO FTL,IND321001AAA,IND301001AAB,FTL,210.5,297.6,87.2,174.1,10,0.9,1.649,3123.0
SWITCH TO FTL,IND411033AAA,IND580028AAA,FTL,190.0,312.4,122.4,244.6,19,0.737,1.6,3028.0
SWITCH TO FTL,IND451666AAA,IND421302AAG,FTL,246.6,384.3,137.7,275.3,15,0.933,1.688,2931.0
SWITCH TO FTL,IND472001AAA,IND474003AAA,FTL,92.5,359.4,266.9,533.7,17,0.882,2.353,2928.0
SWITCH TO FTL,IND841424AAA,IND841428AAA,FTL,218.7,270.6,51.9,103.6,24,1.0,2.608,2899.0
SWITCH TO FTL,IND466116AAA,IND462022AAA,FTL,73.4,354.4,281.1,561.9,29,0.931,2.111,2830.0
SWITCH TO FTL,IND341306AAA,IND302014AAA,FTL,190.9,434.9,244.0,487.7,24,1.0,1.797,2773.0
SWITCH TO FTL,IND411033AAA,IND413501AAA,FTL,138.4,407.6,269.2,538.2,12,1.0,1.6,2757.0
SWITCH TO FTL,IND562132AAA,IND580028AAA,FTL,112.5,254.2,141.7,283.3,14,1.0,1.686,2695.0
SWITCH TO FTL,IND582101AAB,IND580028AAA,FTL,224.2,273.7,49.5,98.8,34,1.0,2.625,2649.0
SWITCH TO FTL,IND176303AAA,IND176310AAA,FTL,192.2,445.8,253.7,507.0,10,0.8,1.336,2627.0
