profile,source_center,destination_center,recommendation,ETA_FTL,ETA_Carting,Time_Saved,Net_Benefit_INR,trip_count,pct_delayed,median_factor,Total_Excess_Min
CHRONIC DELAY — Monitor,IND583201AAA,IND583119AAA,CARTING,227.2,173.3,-53.9,-0.1,14,1.0,3.902,530.0
CHRONIC DELAY — Monitor,IND396232AAA,IND396191AAC,CARTING,206.6,55.0,-151.6,-0.1,20,1.0,3.156,528.0
CHRONIC DELAY — Monitor,IND828111AAA,IND826004AAA,CARTING,248.0,121.6,-126.5,-0.1,6,1.0,3.773,527.0
CHRONIC DELAY — Monitor,IND274001AAA,IND273014AAB,CARTING,216.4,208.0,-8.4,-0.2,3,1.0,3.067,526.0
CHRONIC DELAY — Monitor,IND508248AAB,IND508377AAB,CARTING,213.9,191.6,-22.3,-0.2,25,1.0,1.786,525.0
CHRONIC DELAY — Monitor,IND202001AAC,IND204215AAA,CARTING,240.0,36.0,-204.0,-0.1,16,1.0,2.619,522.0
CHRONIC DELAY — Monitor,IND742102AAB,IND742303AAB,CARTING,128.7,57.2,-71.5,-0.1,21,0.81,2.571,520.0
CHRONIC DELAY — Monitor,IND600044AAD,IND600048AAA,CARTING,189.9,28.9,-161.0,-0.1,14,0.857,2.938,516.0
CHRONIC DELAY — Monitor,IND302020AAA,IND302014AAB,CARTING,270.1,53.9,-216.1,-0.1,15,0.933,2.556,515.0
CHRONIC DELAY — Monitor,IND742121AAB,IND742121AAA,CARTING,166.1,56.5,-109.6,-0.1,18,1.0,3.3,511.0
CHRONIC DELAY — Monitor,IND842001AAA,IND843109AAB,CARTING,124.3,38.9,-85.5,-0.1,22,1.0,3.643,510.0
CHRONIC DELAY — Monitor,IND531163AAA,IND535001AAA,CARTING,155.6,41.2,-114.4,-0.1,27,1.0,2.25,509.0
CHRONIC DELAY — Monitor,IND380054AAA,IND382430AAB,CARTING,206.0,16.5,-189.5,-0.1,27,1.0,1.9,508.0
CHRONIC DELAY — Monitor,IND400064AAB,IND400072AAD,CARTING,210.3,150.3,-60.0,-0.1,15,0.933,3.308,508.0
CHRONIC DELAY — Monitor,IND413709AAA,IND423109AAA,CARTING,236.5,43.7,-192.8,-0.1,30,0.667,1.618,507.0
CHRONIC DELAY — Monitor,IND501359AAG,IND000000ACN,CARTING,186.2,132.4,-53.7,-0.1,12,1.0,2.477,505.0
CHRONIC DELAY — Monitor,IND680712AAA,IND683511AAA,CARTING,218.0,59.9,-158.1,-0.1,24,0.792,1.458,503.0
CHRONIC DELAY — Monitor,IND411021AAA,IND411033AAA,CARTING,142.0,19.2,-122.8,-0.1,26,0.654,1.477,501.0
CHRONIC DELAY — Monitor,IND413517AAA,IND431717AAA,CARTING,217.4,40.5,-176.9,-0.1,11,1.0,3.0,500.0
CHRONIC DELAY — Monitor,IND403507AAA,IND403726AAB,CARTING,264.3,81.0,-183.2,-0.1,8,0.75,1.387,499.0
CHRONIC DELAY — Monitor,IND422103AAC,IND422605AAA,CARTING,197.9,40.3,-157.6,-0.1,32,0.906,1.732,495.0
CHRONIC DELAY — Monitor,IND400015AAB,IND400072AAB,CARTING,207.8,35.1,-172.7,-0.1,9,0.889,3.6,494.0
CHRONIC DELAY — Monitor,IND110037AAM,IND201301AAD,CARTING,228.7,28.0,-200.6,-0.1,9,1.0,2.833,492.0
CHRONIC DELAY — Monitor,IND388220AAA,IND388320AAA,CARTING,260.6,40.0,-220.7,-0.1,26,0.962,1.809,492.0
CHRONIC DELAY — Monitor,IND431136AAC,IND431112AAB,CARTING,185.1,55.8,-129.3,-0.1,8,1.0,2.0,492.0
CHRONIC DELAY — Monitor,IND500008AAD,IND501359AAE,CARTING,217.1,181.6,-35.4,-0.1,10,0.9,2.221,491.0
CHRONIC DELAY — Monitor,IND562114AAA,IND560048AAB,CARTING,206.6,34.5,-172.1,-0.1,15,1.0,3.0,490.0
CHRONIC DELAY — Monitor,IND122503AAA,IND122001AAA,CARTING,262.4,89.9,-172.5,-0.1,8,0.875,1.944,484.0
CHRONIC DELAY — Monitor,IND501359AAE,IND500039AAC,CARTING,160.5,36.9,-123.6,-0.1,21,0.905,1.75,482.0
CHRONIC DELAY — Monitor,IND209304AAA,IND208006AAA,CARTING,133.5,69.6,-63.9,-0.1,19,0.789,2.0,481.0
CHRONIC DELAY — Monitor,IND431001AAB,IND431136AAC,CARTING,233.8,61.0,-172.8,-0.1,20,1.0,2.742,480.0
CHRONIC DELAY — Monitor,IND841405AAA,IND841301AAC,CARTING,291.4,72.0,-219.3,-0.1,9,0.889,1.857,476.0
CHRONIC DELAY — Monitor,IND742121AAA,IND742102AAB,CARTING,216.3,76.4,-139.9,-0.1,10,1.0,3.286,475.0
CHRONIC DELAY — Monitor,IND395004AAB,IND395023AAD,CARTING,205.2,50.0,-155.2,-0.1,5,1.0,4.556,472.0
CHRONIC DELAY — Monitor,IND462022AAA,IND462011AAA,CARTING,193.3,30.9,-162.4,-0.1,20,1.0,2.523,471.0
CHRONIC DELAY — Monitor,IND322201AAA,IND302014AAB,CARTING,227.5,44.7,-182.9,-0.1,11,0.909,1.583,467.0
CHRONIC DELAY — Monitor,IND842001AAA,IND843126AAA,CARTING,126.5,50.9,-75.6,-0.1,9,1.0,3.0,466.0
CHRONIC DELAY — Monitor,IND828401AAB,IND826004AAA,CARTING,197.8,42.6,-155.2,-0.1,18,1.0,2.31,465.0
CHRONIC DELAY — Monitor,IND273014AAB,IND273155AAA,CARTING,188.7,39.1,-149.5,-0.1,15,0.867,1.8,463.0
CHRONIC DELAY — Monitor,IND643001AAA,IND643212AAA,CARTING,168.6,54.6,-114.0,-0.1,12,1.0,2.481,463.0
CHRONIC DELAY — Monitor,IND201007AAB,IND110044AAB,CARTING,168.1,138.5,-29.6,-0.1,30,0.667,1.371,458.0
CHRONIC DELAY — Monitor,IND695101AAB,IND695012AAA,CARTING,198.4,96.0,-102.5,-0.2,3,1.0,3.105,458.0
CHRONIC DELAY — Monitor,IND531036AAA,IND530012AAA,CARTING,225.2,26.7,-198.4,-0.1,14,1.0,2.423,455.0
CHRONIC DELAY — Monitor,IND600116AAB,IND602024AAA,CARTING,175.8,20.8,-155.0,-0.1,14,0.857,2.2,448.0
CHRONIC DELAY — Monitor,IND585104AAA,IND585307AAB,CARTING,270.7,54.4,-216.3,-0.1,28,0.964,1.4,447.0
CHRONIC DELAY — Monitor,IND530012AAA,IND535001AAA,CARTING,252.1,89.6,-162.4,-0.1,6,0.833,2.136,446.0
CHRONIC DELAY — Monitor,IND603203AAA,IND600044AAD,CARTING,205.2,21.0,-184.1,-0.1,14,1.0,3.156,446.0
CHRONIC DELAY — Monitor,IND679303AAA,IND679531AAA,CARTING,222.9,62.5,-160.5,-0.1,18,1.0,2.732,445.0
CHRONIC DELAY — Monitor,IND388121AAA,IND388620AAB,CARTING,237.3,62.8,-174.5,-0.1,29,0.655,1.375,442.0
CHRONIC DELAY — Monitor,IND403601AAA,IND403726AAB,CARTING,283.0,52.5,-230.5,-0.1,8,1.0,2.329,441.0
CHRONIC DELAY — Monitor,IND425201AAA,IND425508AAB,CARTING,216.1,26.8,-189.2,-0.1,20,1.0,2.05,440.0
CHRONIC DELAY — Monitor,IND560300AAB,IND563116AAA,CARTING,166.4,64.5,-101.9,-0.1,9,0.667,1.333,431.0
CHRONIC DELAY — Monitor,IND110078AAA,IND110043AAA,CARTING,207.8,23.7,-184.1,-0.1,16,1.0,2.371,430.0
CHRONIC DELAY — Monitor,IND302014AAB,IND303901AAA,CARTING,144.5,109.1,-35.4,-0.1,18,0.722,1.348,429.0
CHRONIC DELAY — Monitor,IND781001AAA,IND781018AAB,CARTING,203.1,45.7,-157.4,-0.1,8,0.875,3.014,427.0
CHRONIC DELAY — Monitor,IND600056AAB,IND600076AAB,CARTING,128.3,21.0,-107.4,-0.1,29,0.759,1.556,426.0
CHRONIC DELAY — Monitor,IND395023AAD,IND395004AAB,CARTING,162.3,50.4,-112.0,-0.1,20,1.0,2.05,416.0
CHRONIC DELAY — Monitor,IND585211AAA,IND585104AAA,CARTING,271.2,22.9,-248.3,-0.1,9,1.0,2.143,415.0
CHRONIC DELAY — Monitor,IND400011AAA,IND400072AAB,CARTING,155.4,44.8,-110.6,-0.1,22,1.0,2.265,414.0
CHRONIC DELAY — Monitor,IND605601AAA,IND607106AAA,CARTING,227.2,46.2,-180.9,-0.1,25,1.0,2.0,413.0
CHRONIC DELAY — Monitor,IND413307AAC,IND413002AAA,CARTING,272.9,76.6,-196.3,-0.1,9,1.0,2.0,412.0
CHRONIC DELAY — Monitor,IND413517AAA,IND431603AAA,CARTING,268.3,40.5,-227.8,-0.1,9,1.0,2.0,408.0
CHRONIC DELAY — Monitor,IND700088AAA,IND712311AAA,CARTING,218.7,135.9,-82.7,-0.1,14,1.0,2.49,407.0
CHRONIC DELAY — Monitor,IND244901AAB,IND244921AAB,CARTING,148.7,95.9,-52.8,-0.1,12,0.917,1.917,405.0
CHRONIC DELAY — Monitor,IND110037AAM,IND201301AAF,CARTING,254.7,65.5,-189.2,-0.1,15,1.0,1.909,402.0
CHRONIC DELAY — Monitor,IND000000ACN,IND501359AAF,CARTING,231.9,59.8,-172.1,-0.1,22,0.955,1.964,401.0
CHRONIC DELAY — Monitor,IND700053AAA,IND743513AAA,CARTING,121.5,57.6,-63.9,-0.1,12,1.0,3.036,400.0
CHRONIC DELAY — Monitor,IND562132AAA,IND560060AAB,CARTING,125.1,11.9,-113.2,-0.1,34,0.647,1.366,394.0
CHRONIC DELAY — Monitor,IND721134AAB,IND712310AAE,CARTING,211.4,43.1,-168.3,-0.1,4,1.0,1.55,393.0
CHRONIC DELAY — Monitor,IND742226AAA,IND742102AAB,CARTING,244.9,46.0,-198.9,-0.1,15,0.667,2.0,390.0
CHRONIC DELAY — Monitor,IND781003AAA,IND781018AAB,CARTING,185.1,81.2,-103.9,-0.1,6,1.0,3.279,390.0
CHRONIC DELAY — Monitor,IND476111AAA,IND477001AAA,CARTING,243.0,185.4,-57.7,-0.2,11,0.909,2.053,387.0
CHRONIC DELAY — Monitor,IND391110AAD,IND390022AAA,CARTING,196.9,72.4,-124.4,-0.1,4,0.75,1.528,384.0
CHRONIC DELAY — Monitor,IND303901AAA,IND304001AAA,CARTING,215.9,52.1,-163.7,-0.1,12,0.833,1.414,383.0
CHRONIC DELAY — Monitor,IND501359AAE,IND500008AAC,CARTING,183.8,44.9,-138.9,-0.1,28,1.0,1.551,382.0
CHRONIC DELAY — Monitor,IND560067AAC,IND562114AAA,CARTING,191.6,27.4,-164.2,-0.1,19,1.0,2.75,372.0
CHRONIC DELAY — Monitor,IND201306AAA,IND201301AAF,CARTING,191.7,34.2,-157.4,-0.1,14,1.0,2.041,365.0
CHRONIC DELAY — Monitor,IND686513AAA,IND686540AAA,CARTING,188.3,62.5,-125.8,-0.1,12,1.0,2.299,363.0
CHRONIC DELAY — Monitor,IND244901AAB,IND243201AAA,CARTING,183.8,125.5,-58.4,-0.1,4,1.0,1.974,361.0
CHRONIC DELAY — Monitor,IND423601AAA,IND423701AAB,CARTING,166.8,13.6,-153.2,-0.1,24,0.958,1.608,361.0
CHRONIC DELAY — Monitor,IND000000AFT,IND410210AAA,CARTING,155.9,70.7,-85.2,-0.1,10,0.9,3.1,359.0
CHRONIC DELAY — Monitor,IND396191AAC,IND396232AAA,CARTING,217.3,54.4,-162.9,-0.1,22,0.955,1.889,357.0
CHRONIC DELAY — Monitor,IND673592AAA,IND673121AAA,CARTING,155.0,50.8,-104.2,-0.1,22,0.955,2.0,356.0
CHRONIC DELAY — Monitor,IND387001AAA,IND388220AAA,CARTING,194.4,50.1,-144.3,-0.1,26,1.0,1.732,355.0
CHRONIC DELAY — Monitor,IND400102AAC,IND400052AAA,CARTING,199.6,73.9,-125.6,-0.1,8,0.875,4.007,353.0
CHRONIC DELAY — Monitor,IND742149AAA,IND742225AAA,CARTING,183.7,61.7,-122.0,-0.1,5,1.0,2.667,353.0
CHRONIC DELAY — Monitor,IND302014AAB,IND302006AAA,CARTING,189.0,17.9,-171.2,-0.1,24,0.708,1.698,350.0
CHRONIC DELAY — Monitor,IND586211AAA,IND586128AAA,CARTING,200.0,21.6,-178.4,-0.1,15,0.933,1.714,348.0
CHRONIC DELAY — Monitor,IND140901AAA,IND160055AAA,CARTING,240.4,46.6,-193.8,-0.1,25,1.0,2.0,345.0
CHRONIC DELAY — Monitor,IND563116AAA,IND563131AAB,CARTING,212.1,51.9,-160.2,-0.1,20,0.95,1.923,343.0
CHRONIC DELAY — Monitor,IND422011AAD,IND423109AAA,CARTING,245.1,42.7,-202.4,-0.1,14,0.857,1.733,339.0
CHRONIC DELAY — Monitor,IND121004AAA,IND121004AAB,CARTING,181.7,14.9,-166.7,-0.1,18,0.944,2.283,337.0
CHRONIC DELAY — Monitor,IND577002AAA,IND581110AAE,CARTING,202.6,38.7,-163.9,-0.1,8,1.0,1.833,334.0
CHRONIC DELAY — Monitor,IND421401AAC,IND421601AAB,CARTING,166.9,43.3,-123.6,-0.1,15,0.933,2.882,330.0
CHRONIC DELAY — Monitor,IND507002AAA,IND507167AAA,CARTING,206.4,186.8,-19.6,-0.1,8,1.0,2.853,330.0
CHRONIC DELAY — Monitor,IND641001AAA,IND641062AAD,CARTING,252.9,71.8,-181.1,-0.1,7,0.857,2.0,329.0
CHRONIC DELAY — Monitor,IND302014AAB,IND302020AAA,CARTING,197.8,64.6,-133.2,-0.1,23,0.739,2.0,327.0
CHRONIC DELAY — Monitor,IND271001AAA,IND271210AAA,CARTING,242.2,29.1,-213.1,-0.1,6,1.0,2.0,326.0
CHRONIC DELAY — Monitor,IND232104AAB,IND232327AAA,CARTING,247.5,72.9,-174.6,-0.1,7,0.857,1.444,325.0
CHRONIC DELAY — Monitor,IND563131AAB,IND563116AAA,CARTING,234.9,53.3,-181.6,-0.1,24,1.0,1.764,325.0
CHRONIC DELAY — Monitor,IND244921AAB,IND262001AAA,CARTING,273.8,58.9,-214.8,-0.1,7,0.571,1.222,324.0
CHRONIC DELAY — Monitor,IND577126AAA,IND577201AAA,CARTING,283.8,178.1,-105.7,-0.1,3,0.667,2.807,319.0
CHRONIC DELAY — Monitor,IND462022AAA,IND461001AAA,CARTING,221.8,205.5,-16.3,-0.2,6,1.0,2.63,317.0
CHRONIC DELAY — Monitor,IND201304AAA,IND201301AAF,CARTING,210.2,41.3,-168.9,-0.1,16,0.875,2.223,316.0
CHRONIC DELAY — Monitor,IND284403AAA,IND474003AAA,CARTING,970.9,890.6,-80.3,-1.8,1,1.0,2.505,313.0
CHRONIC DELAY — Monitor,IND562132AAA,IND000000ACS,CARTING,150.9,59.3,-91.6,-0.1,18,0.722,1.6,310.0
CHRONIC DELAY — Monitor,IND585211AAA,IND585222AAA,CARTING,257.2,54.6,-202.7,-0.1,33,0.97,1.5,306.0
CHRONIC DELAY — Monitor,IND683565AAA,IND683511AAA,CARTING,245.2,68.9,-176.3,-0.1,18,0.889,1.667,306.0
CHRONIC DELAY — Monitor,IND713205AAB,IND722101AAA,CARTING,184.1,127.0,-57.1,-0.1,5,1.0,1.8,303.0
CHRONIC DELAY — Monitor,IND121004AAC,IND121004AAB,CARTING,191.4,37.8,-153.6,-0.1,6,1.0,3.222,301.0
CHRONIC DELAY — Monitor,IND562108AAA,IND572101AAA,CARTING,280.3,64.4,-215.9,-0.1,6,1.0,2.0,301.0
CHRONIC DELAY — Monitor,IND410206AAA,IND000000AFT,CARTING,182.2,41.4,-140.8,-0.1,12,1.0,2.597,299.0
CHRONIC DELAY — Monitor,IND673104AAA,IND673506AAA,CARTING,219.5,58.5,-161.0,-0.1,24,0.75,1.55,299.0
CHRONIC DELAY — Monitor,IND226004AAA,IND226016AAA,CARTING,174.6,55.0,-119.6,-0.1,8,0.875,2.761,296.0
CHRONIC DELAY — Monitor,IND396445AAA,IND396321AAA,CARTING,239.6,37.9,-201.6,-0.1,18,1.0,1.667,296.0
CHRONIC DELAY — Monitor,IND781005AAA,IND781018AAB,CARTING,240.8,101.4,-139.4,-0.2,10,0.7,2.557,296.0
CHRONIC DELAY — Monitor,IND127021AAA,IND127201AAA,CARTING,257.3,226.2,-31.1,-0.2,9,1.0,2.062,294.0
CHRONIC DELAY — Monitor,IND683511AAA,IND000000ADM,CARTING,173.1,86.8,-86.3,-0.1,20,0.7,1.519,294.0
CHRONIC DELAY — Monitor,IND212501AAA,IND212402AAA,CARTING,187.9,16.1,-171.8,-0.1,23,1.0,1.667,293.0
CHRONIC DELAY — Monitor,IND362001AAA,IND362265AAA,CARTING,284.8,29.3,-255.4,-0.1,8,0.75,1.7,292.0
CHRONIC DELAY — Monitor,IND431122AAA,IND431127AAA,CARTING,222.8,190.7,-32.1,-0.1,14,1.0,2.121,292.0
CHRONIC DELAY — Monitor,IND362220AAA,IND362225AAA,CARTING,198.3,48.9,-149.4,-0.1,15,0.933,2.0,291.0
CHRONIC DELAY — Monitor,IND713205AAB,IND722202AAA,CARTING,201.2,71.8,-129.4,-0.1,6,1.0,4.04,290.0
CHRONIC DELAY — Monitor,IND140301AAA,IND140901AAA,CARTING,207.7,81.2,-126.5,-0.1,21,1.0,1.929,289.0
CHRONIC DELAY — Monitor,IND767017AAA,IND768004AAD,CARTING,262.0,260.9,-1.1,-0.2,4,1.0,2.474,289.0
CHRONIC DELAY — Monitor,IND530043AAA,IND531163AAA,CARTING,174.2,46.6,-127.6,-0.1,23,0.957,1.636,287.0
CHRONIC DELAY — Monitor,IND181152AAB,IND181201AAB,CARTING,231.2,51.3,-179.9,-0.1,9,1.0,2.455,286.0
CHRONIC DELAY — Monitor,IND311001AAA,IND313324AAA,CARTING,609.1,482.3,-126.8,-0.7,5,1.0,1.846,284.0
CHRONIC DELAY — Monitor,IND501141AAA,IND501101AAB,CARTING,215.2,47.8,-167.4,-0.1,16,0.875,1.528,282.0
CHRONIC DELAY — Monitor,IND271201AAA,IND271210AAA,CARTING,160.5,31.5,-129.0,-0.1,18,1.0,2.143,281.0
CHRONIC DELAY — Monitor,IND607106AAA,IND607801AAA,CARTING,162.9,39.4,-123.5,-0.1,23,1.0,2.2,280.0
CHRONIC DELAY — Monitor,IND786125AAA,IND786190AAA,CARTING,163.8,35.6,-128.2,-0.1,13,1.0,2.5,280.0
CHRONIC DELAY — Monitor,IND110014AAA,IND110024AAA,CARTING,181.6,30.9,-150.7,-0.1,11,1.0,3.273,279.0
CHRONIC DELAY — Monitor,IND362001AAA,IND360370AAA,CARTING,234.2,182.0,-52.3,-0.1,16,1.0,2.25,279.0
CHRONIC DELAY — Monitor,IND396580AAB,IND396321AAA,CARTING,226.6,42.8,-183.7,-0.1,15,0.933,1.75,279.0
CHRONIC DELAY — Monitor,IND431203AAA,IND431136AAC,CARTING,266.1,43.3,-222.8,-0.1,8,1.0,1.812,279.0
CHRONIC DELAY — Monitor,IND786001AAB,IND786184AAA,CARTING,207.0,34.0,-173.0,-0.1,13,1.0,2.333,279.0
CHRONIC DELAY — Monitor,IND732202AAA,IND732204AAB,CARTING,182.2,43.3,-138.9,-0.1,12,1.0,3.134,278.0
CHRONIC DELAY — Monitor,IND733140AAA,IND733102AAA,CARTING,180.7,41.5,-139.1,-0.1,15,1.0,2.0,278.0
CHRONIC DELAY — Monitor,IND452001AAC,IND425201AAA,CARTING,171.4,17.5,-153.9,-0.1,12,0.833,2.5,276.0
CHRONIC DELAY — Monitor,IND362225AAA,IND362265AAA,CARTING,213.3,37.4,-175.9,-0.1,18,0.944,1.829,275.0
CHRONIC DELAY — Monitor,IND205135AAA,IND283203AAA,CARTING,119.8,104.9,-14.9,-0.2,10,1.0,2.213,274.0
CHRONIC DELAY — Monitor,IND431603AAA,IND431401AAA,CARTING,269.1,89.1,-180.0,-0.1,5,0.6,3.75,274.0
CHRONIC DELAY — Monitor,IND785682AAA,IND785690AAB,CARTING,225.5,46.9,-178.6,-0.1,5,1.0,3.429,273.0
CHRONIC DELAY — Monitor,IND121004AAB,IND121004AAA,CARTING,156.0,13.8,-142.2,-0.1,28,0.964,1.875,272.0
CHRONIC DELAY — Monitor,IND263601AAA,IND263153AAB,CARTING,481.8,351.3,-130.4,-0.3,4,0.75,1.394,271.0
CHRONIC DELAY — Monitor,IND501101AAB,IND501359AAE,CARTING,216.7,45.8,-171.0,-0.1,6,0.833,1.667,270.0
CHRONIC DELAY — Monitor,IND515301AAA,IND561202AAB,CARTING,209.2,61.8,-147.4,-0.1,24,1.0,1.817,270.0
CHRONIC DELAY — Monitor,IND413709AAA,IND423701AAB,CARTING,290.8,45.8,-245.0,-0.1,8,1.0,2.397,269.0
CHRONIC DELAY — Monitor,IND732103AAB,IND733128AAA,CARTING,173.6,42.7,-130.9,-0.1,12,1.0,1.75,267.0
CHRONIC DELAY — Monitor,IND573116AAA,IND571426AAA,CARTING,205.4,189.8,-15.6,-0.1,2,0.5,4.0,265.0
CHRONIC DELAY — Monitor,IND370001AAA,IND370615AAB,CARTING,219.5,211.8,-7.8,-0.2,12,0.833,1.552,263.0
CHRONIC DELAY — Monitor,IND732138AAA,IND733140AAA,CARTING,223.9,51.9,-172.0,-0.1,5,1.0,2.625,263.0
CHRONIC DELAY — Monitor,IND722101AAA,IND722122AAA,CARTING,171.9,23.2,-148.6,-0.1,20,1.0,1.887,262.0
CHRONIC DELAY — Monitor,IND691574AAA,IND695614AAA,CARTING,212.8,54.3,-158.5,-0.1,28,1.0,1.5,261.0
CHRONIC DELAY — Monitor,IND561203AAB,IND562101AAA,CARTING,191.9,51.7,-140.2,-0.1,27,0.963,1.5,259.0
CHRONIC DELAY — Monitor,IND562132AAA,IND560058AAB,CARTING,207.1,20.3,-186.9,-0.1,24,0.708,1.788,259.0
CHRONIC DELAY — Monitor,IND713130AAA,IND741126AAB,CARTING,182.9,61.9,-121.0,-0.1,3,1.0,4.0,258.0
CHRONIC DELAY — Monitor,IND781022AAA,IND781018AAB,CARTING,148.8,48.1,-100.7,-0.1,20,0.6,1.5,256.0
CHRONIC DELAY — Monitor,IND742121AAB,IND742101AAC,CARTING,208.6,77.2,-131.4,-0.1,4,1.0,3.371,255.0
CHRONIC DELAY — Monitor,IND691506AAA,IND691305AAA,CARTING,213.0,50.8,-162.2,-0.1,28,0.964,1.571,254.0
CHRONIC DELAY — Monitor,IND732103AAB,IND732202AAA,CARTING,132.5,44.0,-88.5,-0.1,8,1.0,3.25,251.0
CHRONIC DELAY — Monitor,IND509216AAC,IND501359AAE,CARTING,225.6,37.0,-188.6,-0.1,18,0.778,1.429,250.0
CHRONIC DELAY — Monitor,IND245304AAA,IND245101AAA,CARTING,194.9,63.1,-131.8,-0.1,27,0.926,1.846,249.0
CHRONIC DELAY — Monitor,IND415409AAB,IND415124AAA,CARTING,210.1,178.8,-31.3,-0.1,18,0.778,2.0,247.0
CHRONIC DELAY — Monitor,IND421301AAA,IND421302AAR,CARTING,236.8,70.2,-166.6,-0.1,8,1.0,3.875,245.0
CHRONIC DELAY — Monitor,IND781014AAA,IND781124AAA,CARTING,163.5,42.0,-121.5,-0.1,15,1.0,2.167,243.0
CHRONIC DELAY — Monitor,IND000000ACB,IND110052AAA,CARTING,197.9,54.8,-143.1,-0.1,14,0.786,1.5,241.0
CHRONIC DELAY — Monitor,IND121004AAB,IND121004AAC,CARTING,156.3,19.7,-136.6,-0.1,18,1.0,1.95,240.0
CHRONIC DELAY — Monitor,IND380006AAA,IND382430AAB,CARTING,231.1,20.5,-210.6,-0.1,18,0.944,1.69,238.0
CHRONIC DELAY — Monitor,IND560077AAA,IND560099AAB,CARTING,227.6,76.7,-150.9,-0.1,3,1.0,2.545,238.0
CHRONIC DELAY — Monitor,IND574227AAA,IND574104AAA,CARTING,214.3,44.2,-170.1,-0.1,19,1.0,1.833,238.0
CHRONIC DELAY — Monitor,IND421302AAG,IND401104AAB,CARTING,230.7,29.6,-201.1,-0.1,8,1.0,2.554,237.0
CHRONIC DELAY — Monitor,IND110039AAA,IND110085AAB,CARTING,243.4,46.0,-197.4,-0.1,6,0.833,2.942,236.0
CHRONIC DELAY — Monitor,IND144401AAB,IND144001AAB,CARTING,213.1,17.4,-195.7,-0.1,22,0.864,1.95,236.0
CHRONIC DELAY — Monitor,IND233001AAA,IND275503AAA,CARTING,256.9,248.1,-8.8,-0.2,3,1.0,3.5,235.0
CHRONIC DELAY — Monitor,IND751015AAA,IND752056AAA,CARTING,193.8,38.0,-155.8,-0.1,12,0.833,2.0,235.0
CHRONIC DELAY — Monitor,IND560300AAA,IND563130AAA,CARTING,173.0,53.9,-119.1,-0.1,10,0.9,1.873,233.0
CHRONIC DELAY — Monitor,IND562132AAA,IND572101AAA,CARTING,119.1,52.2,-66.9,-0.1,18,0.722,1.367,233.0
CHRONIC DELAY — Monitor,IND121004AAB,IND121001AAA,CARTING,213.8,23.7,-190.1,-0.1,24,0.917,1.757,231.0
CHRONIC DELAY — Monitor,IND500039AAC,IND500035AAD,CARTING,202.1,30.7,-171.4,-0.1,9,0.889,2.636,231.0
CHRONIC DELAY — Monitor,IND842003AAB,IND482002AAA,CARTING,193.3,110.8,-82.5,-0.1,2,1.0,15.375,230.0
CHRONIC DELAY — Monitor,IND732138AAA,IND733124AAA,CARTING,229.7,75.8,-153.8,-0.1,10,1.0,1.789,228.0
CHRONIC DELAY — Monitor,IND395023AAD,IND395006AAA,CARTING,173.8,57.1,-116.7,-0.1,19,0.842,1.833,227.0
CHRONIC DELAY — Monitor,IND842001AAA,IND848101AAA,CARTING,235.9,218.9,-17.0,-0.2,3,1.0,5.0,227.0
CHRONIC DELAY — Monitor,IND395006AAA,IND395023AAD,CARTING,178.3,160.4,-17.9,-0.1,2,1.0,8.304,225.0
CHRONIC DELAY — Monitor,IND424006AAA,IND424101AAA,CARTING,243.9,50.7,-193.2,-0.1,12,1.0,1.643,223.0
CHRONIC DELAY — Monitor,IND400037AAA,IND400072AAJ,CARTING,208.4,45.9,-162.5,-0.1,7,1.0,3.333,221.0
CHRONIC DELAY — Monitor,IND784001AAA,IND790114AAA,CARTING,241.7,47.5,-194.2,-0.1,4,1.0,3.286,221.0
CHRONIC DELAY — Monitor,IND421302AAR,IND400612AAA,CARTING,197.0,54.8,-142.2,-0.1,13,1.0,2.5,220.0
CHRONIC DELAY — Monitor,IND209625AAA,IND241124AAB,CARTING,246.4,238.2,-8.2,-0.2,14,0.643,1.483,218.0
CHRONIC DELAY — Monitor,IND122001AAD,IND122050AAA,CARTING,155.3,42.2,-113.1,-0.1,12,0.75,2.0,216.0
CHRONIC DELAY — Monitor,IND201301AAF,IND201304AAA,CARTING,156.0,28.6,-127.3,-0.1,13,1.0,1.667,216.0
CHRONIC DELAY — Monitor,IND423109AAA,IND423601AAA,CARTING,178.1,13.5,-164.6,-0.1,16,1.0,2.25,216.0
CHRONIC DELAY — Monitor,IND425412AAA,IND425406AAA,CARTING,240.7,205.7,-34.9,-0.2,6,1.0,2.053,215.0
CHRONIC DELAY — Monitor,IND160102AAD,IND160002AAD,CARTING,238.2,76.2,-162.0,-0.1,12,0.75,1.517,214.0
CHRONIC DELAY — Monitor,IND458001AAB,IND458990AAA,CARTING,171.8,163.7,-8.1,-0.1,12,0.75,1.667,214.0
CHRONIC DELAY — Monitor,IND560085AAA,IND562132AAA,CARTING,230.6,28.1,-202.5,-0.1,12,0.5,1.238,212.0
CHRONIC DELAY — Monitor,IND673506AAA,IND670643AAA,CARTING,217.4,36.5,-180.9,-0.1,24,0.958,1.433,208.0
CHRONIC DELAY — Monitor,IND462011AAA,IND462022AAA,CARTING,211.7,32.7,-179.0,-0.1,13,0.923,2.364,207.0
CHRONIC DELAY — Monitor,IND641062AAD,IND641008AAA,CARTING,211.0,38.8,-172.1,-0.1,4,0.75,1.893,206.0
